,tweets,sentiment,predict_sentiment
1345,"['gokar', 'informasi', 'vaksin', 'booster', 'daerah', 'karawang']",1.0,1.0
734,"['maaf', 'informasi', 'vaksin', 'booster', 'astrazeneca', 'karawang']",1.0,1.0
5722,"['tangkal', 'varian', 'omicron', 'kuat', 'vaksin', 'booster']",1.0,1.0
485,"['pagi', 'railmin', 'informasi', 'laksana', 'vaksin', 'booster', 'stasiun', 'semarang', 'tawang', 'daftar', 'web', 'menang', 'lokasi']",1.0,1.0
1109,"['terima', 'vaksin', 'booster', 'panutan', 'keren']",1.0,1.0
452,"['atur', 'vaksin', 'cabut', 'cari', 'vaksin', 'booster', 'sinovac', 'adek', 'ken', 'menyatakancinta', 'orangtua', 'tuju']",1.0,-1.0
3377,"['giat', 'spkt', 'serta', 'bhabin', 'sindangwangi', 'monitoring', 'vaksin', 'booster', 'sindangwangi']",1.0,1.0
4531,"['teman', 'informasi', 'vaksin', 'booster', 'daerah', 'jakarta', 'bogor', 'tangerang', 'thankyou']",1.0,1.0
30,"['umma', 'vaksin', 'booster', 'dibolehin', 'abah', 'super', 'insecure', 'takut', 'demam', 'dansebagainya', 'after', 'vaksin', 'semenjak', 'pumpkin', 'nahan', 'vaksin', 'dokter', 'aman', 'drama', 'cute']",1.0,1.0
789,"['done', 'all', 'rules', 'menang', 'tiket', 'jual', 'belikan', 'vaksin', 'booster', 'sosmed', 'svt', 'uang', 'akomodasi', 'tanggung', 'izin', 'orangtua', 'alas', 'nonton', 'konser', 'svtaku', 'nonton', 'konser', 'samasekali', 'seventeen']",1.0,1.0
4957,"['manfaat', 'vaksin', 'booster', 'cegah', 'gejala', 'berat', 'long', 'covid']",1.0,1.0
1175,"['vaksin', 'booster', 'terap', 'protokol', 'sehat', 'kunci', 'pisah', 'muncul', 'virus', 'varian', 'nama', 'omicron']",1.0,1.0
100,"['liaku', 'vaksin', 'booster', 'pulkam', 'syarat', 'wajib', 'vaksin', 'booster']",-1.0,-1.0
4140,"['waspada', 'tular', 'covid', 'xbb', 'indonesia', 'cakup', 'vaksinasi', 'rata', 'vaksinasi', 'tiga', 'vaksin', 'booster', 'tingkat', 'protokol', 'sehat']",1.0,1.0
2298,"['lindung', 'kelompok', 'rentan', 'lanjutusia', 'vaksin', 'booster']",-1.0,-1.0
5748,"['asli', 'vaksin', 'booster', 'pedulilindunginya', 'ko']",1.0,1.0
1397,"['perpusnas', 'buka', 'silah', 'saran', 'vaksin', 'booster', 'mustaka', 'wajib', 'scan', 'qr', 'aplikasi', 'pedulilindungi', 'daftar', 'online', 'gratis']",1.0,1.0
5905,"['butuh', 'sertifikat', 'vaksin', 'booster', 'vaksin', 'abis', 'vaksin', 'dm', 'vaksin', 'vaksin']",-1.0,-1.0
3247,"['konfirmasi', 'alami', 'tingkat', 'dominasi', 'subvarian', 'subvarian', 'xbb', 'tengah', 'oktober']",1.0,1.0
3660,"['habis', 'vaksin', 'booster', 'ngantuk', 'banget', 'parah', 'bobok', 'mimpi', 'super', 'aneh', 'mimpi', 'mima', 'intan', 'sandi', 'inap', 'rumah', 'bobok', 'kolam', 'ikan', 'pas', 'ku', 'tanyain', 'anyep', 'empuk', 'bangun', 'bingung']",1.0,1.0
3513,"['informasi', 'vaksin', 'booster', 'sekitar', 'jogja']",1.0,1.0
861,"['hai', 'surat', 'antigen', 'sertifikat', 'vaksin', 'booster', 'terima', 'kasih']",1.0,1.0
903,"['patuh', 'disiplin', 'prokes', 'pakai', 'benarmenerima', 'dosis', 'vaksin', 'booster', 'laku', 'cegah', 'tular', 'bahaya', 'sayang', 'keluarga', 'taat', 'himbau']",1.0,1.0
4686,"['percaya', 'dipungkiri', 'gunain', 'vaksin', 'hasil', 'cuan', 'smpe', 'skck', 'full', 'vaksin', 'booster', 'tbtb', 'banget', 'salah', 'obat', 'syrup', 'anak', 'notabene', 'kepake', 'puluh', 'lucu']",-1.0,-1.0
109,"['sakarepmu', 'menyatakancinta', 'vaksin', 'booster', 'nae', 'kakak', 'jarak', 'heuheu']",1.0,1.0
2617,"['siang', 'bantu', 'vaksin', 'booster', 'depok', 'coba', 'akses', 'sayang', 'kuota', 'full', 'info', 'terima', 'kasih']",1.0,1.0
3647,"['terima', 'kasih', 'saran', 'kakak', 'sesuai', 'infomasi', 'awal', 'kemenhub', 'nomor', 'covid', 'nomor', 'laku', 'tanggal', 'agustus', 'tumpang', 'kakak', 'jarak', 'usia', 'atas', 'wajib', 'vaksin', 'booster']",1.0,1.0
4967,"['temu', 'chen', 'vaksin', 'booster']",1.0,1.0
5418,"['informasi', 'lokasi', 'vaksin', 'booster', 'jakarta', 'pusat', 'oktober']",1.0,1.0
2251,"['vaksin', 'booster', 'buka', 'warga', 'antre', 'vaksin']",1.0,1.0
4008,"['pusing', 'banget', 'mikirin', 'vaksin', 'booster', 'peduli', 'lindung']",1.0,1.0
5604,"['informasi', 'vaksin', 'booster']",1.0,1.0
5783,"['informasi', 'cgk', 'fasilitas', 'vaksin', 'booster', 'cari', 'jakarta', 'kosong', 'vaksin']",-1.0,-1.0
2191,"['interview', 'jam', 'sim', 'baca', 'uang', 'kartu', 'vaksin', 'booster', 'uang', 'lolos', 'dijadiin', 'patok']",-1.0,1.0
2329,"['aku', 'vaksin', 'booster', 'indovac', 'karya', 'anak', 'bangsa', 'jaga', 'imunitas', 'tubuh', 'lanjutusia', 'simak', 'fakta', 'lengkap']",1.0,1.0
2998,"['sakit', 'habis', 'vaksin', 'booster', 'tangan', 'bengkak']",-1.0,-1.0
2505,"['dips', 'informasi', 'vaksin', 'booster']",1.0,1.0
1183,"['vaksin', 'booster', 'lanjutusia', 'cegah', 'tangkal', 'tular', 'covid', 'ncovid', 'nbooster', 'ncovid']",-1.0,1.0
4066,"['link', 'jakarta', 'ku', 'siap', 'kartu', 'vaksin', 'booster']",1.0,1.0
5563,"['maap', 'kmaren', 'baca', 'applewood', 'vaksin', 'booster', 'alas', 'dinta', 'nomor', 'surat', 'terang']",1.0,1.0
4336,"['vaksin', 'booster', 'dijakarta', 'selatan', 'susah', 'banget', 'nemunya']",-1.0,-1.0
1094,"['sayap', 'kiri', 'bekas', 'suntik', 'vaksin', 'booster']",-1.0,-1.0
1121,"['vaksin', 'booster', 'ndk', 'demam', 'badan', 'ngilu']",-1.0,-1.0
3164,"['bosen', 'tular', 'cepat', 'varian', 'bahaya', 'covid', 'vaksin', 'booster', 'risiko']",-1.0,-1.0
1454,"['sedap', 'gilos', 'spicy', 'sos', 'fav', 'before', 'vaksin', 'booster', 'mum', 'beli', 'suruh', 'alas', 'perut', 'cinta', 'fm']",1.0,1.0
809,"['dukung', 'gelar', 'tajemtra', 'kepolisianresor', 'jember', 'siap', 'aman', 'cepat', 'vaksinbooster']",1.0,1.0
1194,"['covid', 'juta', 'duduk', 'ri', 'vaksin', 'booster']",1.0,1.0
1168,"['sulung', 'usia', 'kondisi', 'lamar', 'syarat', 'wajib', 'vaksin', 'booster', 'vaksin', 'otomatis', 'gugur', 'rezeki', 'insyaallah', 'bagi', 'rezeki', 'rekan', 'buka', 'umkm', 'tutup', 'alih', 'ojol']",1.0,-1.0
5828,"['keliling', 'jakarta', 'bareng', 'gagal', 'vaksin', 'booster', 'kawasan', 'kota', 'tua', 'kesana', 'kemari', 'tani', 'lapang', 'selesai', 'urus', 'moga', 'order', 'sablon', 'kaya', 'amin', 'allah']",1.0,1.0
5165,"['ajak', 'keluarga', 'teman', 'orangyangdisuka', 'vaksin', 'booster']",1.0,1.0
1617,"['mantan', 'teman', 'ig', 'story', 'vaksin', 'booster', 'paksa', 'vaksin', 'pulang', 'vaksin', 'bekam', 'darah', 'kotor', 'akibat', 'vaksin', 'hilang', 'allah', 'emosi', 'tertawa']",1.0,1.0
4529,"['jarak', 'tau', 'vaksin', 'boostertiket', 'beli', 'auto', 'sinkron', 'app', 'peduli', 'lindung']",1.0,1.0
5910,"['surat', 'vaksin', 'booster', 'ukur', 'fotcop', 'kartutandapenduduk', 'ticket', 'ready']",1.0,1.0
2851,"['vaksin', 'booster', 'jcc', 'via', 'jaki', 'gratis', 'bayar']",1.0,1.0
5302,"['alun', 'vaksin', 'booster', 'vaksin', 'indovac', 'produksi', 'bio', 'farma', 'moga', 'sado', 'agia', 'sehat']",1.0,1.0
1535,"['sender', 'ulang', 'tahun', 'bulan', 'its', 'vaksin', 'booster', 'ngizinin', 'booster', 'beda', 'bulan', 'jujur', 'sender', 'buru', 'booster', 'sblmnya', 'makas']",1.0,-1.0
3109,"['booster', 'terap', 'prokes', 'kunci', 'pisah', 'booster', 'terap', 'prokes', 'kunci', 'pisah', 'muncul', 'virus', 'varian', 'nama', 'omicron', 'lupa', 'vaksin', 'booster', 'disiplin', 'prokes']",1.0,1.0
2776,"['halloo', 'vaksin', 'booster', 'tanggal', 'sedia', 'mohon', 'informasi', 'terima', 'kasiihh']",1.0,1.0
2925,"['warga', 'masyarakat', 'cipeundeuy', 'subang', 'vaksin', 'booster', 'silah', 'tunggu', 'hadir']",1.0,1.0
2031,"['gelar', 'master', 'sociology', 'baca', 'atur', 'vaksin', 'booster', 'vaksin', 'booster']",1.0,1.0
1600,"['galak', 'vaksin', 'booster', 'indonesia', 'aman', 'wujud', 'preventif', 'gelombang', 'corona']",1.0,1.0
5553,"['maju', 'pradikta', 'wicaksono', 'takut', 'vaksin', 'booster']",1.0,1.0
3996,"['owhh', 'okayh', 'okayh', 'vaksin', 'booster', 'sakit', 'terok', 'nd', 'booster', 'adoii']",-1.0,-1.0
3724,"['suruh', 'vaksin', 'vaksin', 'vaksin', 'booster', 'lagiancur', 'badan', 'vaksin', 'teruslu', 'lengkap', 'vaksinnyadasar', 'flu', 'ribet', 'banget']",-1.0,-1.0
1330,"['gebyar', 'vaksin', 'booster', 'presisi', 'kepolisianresor', 'pasuruan']",1.0,1.0
4605,"['informasi', 'vaksin', 'booster', 'daerah', 'jaksel', 'coba', 'cari', 'rumah', 'sakit', 'kosong']",-1.0,-1.0
5887,"['stok', 'vaksin', 'booster', 'kosong', 'sukoharjo', 'kartasura', 'grogol', 'moga']",-1.0,-1.0
2287,"['selamat', 'sore', 'railmin', 'maaf', 'ketidaknyamanan', 'alami', 'info', 'sesuai', 'kemenhub', 'nomor', 'tanggal', 'agustus', 'tumpang', 'kakak', 'antarkota', 'usia', 'wajib', 'vaksin', 'booster']",-1.0,-1.0
829,"['sebar', 'covid', 'varian', 'xxb', 'cepat', 'luas', 'upaya', 'tekan', 'laju', 'covid', 'vaksin', 'booster', 'tahap', 'vaksinasi', 'prioritas', 'masyarakat', 'usia']",1.0,1.0
3337,"['snap', 'infoin', 'vaksin', 'cuma', 'mati', 'hp', 'yaudahlah', 'tweet', 'buaat', 'cari', 'vaksin', 'booster', 'dosis', 'puskesmas', 'bekas', 'jaya', 'stok', 'layan', 'seninsabtu']",-1.0,-1.0
438,"['upaya', 'kendali', 'pandemi', 'milik', 'fungsi', 'masingmasing', 'vaksin', 'booster', 'prokes', 'lengkap', 'lindung', 'optimal', 'vaksin', 'kebal', 'komunitas', 'prokes', 'upaya', 'cegah', 'tular', 'covid']",1.0,1.0
627,"['covid', 'indonesia', 'masyarakata', 'dihimbau', 'jaga', 'prokes', 'lengkap', 'vaksin', 'booster']",1.0,1.0
1741,"['ayo', 'samasama', 'jaga', 'sehat', 'vaksin', 'booster', 'terap', 'prokes']",1.0,1.0
4153,"['asa', 'vaksin', 'booster', 'sertifikat']",1.0,1.0
925,"['informasi', 'wni', 'negeri', 'wajib', 'vaksin', 'booster', 'acu', 'nomor', 'bawa', 'hasil', 'negatif', 'covid', 'koordinasi', 'maskapai', 'ikut', 'negara', 'tuju', 'terimakasih', 'axel']",1.0,1.0
5133,"['kayak', 'gantung', 'sedia', 'stock', 'booster', 'lebihbaik', 'cek', 'nyediain', 'vaksin', 'booster', 'kesana', 'kosong']",-1.0,-1.0
1669,"['lengah', 'vaksin', 'lengkap', 'vaksin', 'booster']",-1.0,1.0
2330,"['ancam', 'virus', 'covid', 'ajak', 'lapis', 'masyarakat', 'vaksin', 'booster']",-1.0,1.0
2795,"['waspada', 'corona', 'xbb', 'vaksinbooster']",1.0,1.0
2378,"['tunggu', 'abaaba', 'bio', 'farma', 'vaksin', 'booster', 'wajib']",-1.0,1.0
3176,"['vaksin', 'booster', 'terang', 'suntik', 'vaksin']",1.0,1.0
1620,"['vaksin', 'booster', 'kgk']",-1.0,1.0
944,"['hahahahaha', 'jompo', 'brt', 'kantor', 'ngadain', 'vaksin', 'booster', 'sertifikat', 'tiket', 'peduli', 'lindung', 'tunggu', 'tiket', 'input', 'data']",1.0,1.0
4705,"['jbrfess', 'rek', 'arep', 'takon', 'vaksin', 'booster', 'stasiun', 'jember', 'buka']",1.0,1.0
4253,"['stok', 'vaksin', 'booster', 'covid', 'surabaya', 'tip', 'warga', 'surabaya', 'butuh', 'vaksin', 'booster', 'lokasi', 'mal']",-1.0,-1.0
12,"['malam', 'hapus', 'ppkm', 'lanjutusia', 'vaksin', 'booster', 'laku']",-1.0,-1.0
1117,"['vaksin', 'booster', 'terap', 'protokol', 'sehat', 'kunci', 'pisah', 'laksana', 'muncul', 'virus', 'varian', 'nama', 'omicron']",1.0,1.0
4304,"['bingung', 'outfit', 'konser', 'bingung', 'vaksin', 'booster', 'habis', 'dom', 'solo', 'informasi', 'huhu']",1.0,1.0
642,"['vaksin', 'booster', 'lanjutusia', 'tanahlaut', 'landai', 'bulan', 'tambah']",1.0,1.0
4445,"['selamat', 'siang', 'vaksin', 'peduli', 'lindung', 'vaksin', 'input', 'vaksin', 'anggap', 'vaksin', 'vaksin', 'booster', 'anggap', 'vaksin', 'baik', 'data']",1.0,1.0
4694,"['dips', 'informasi', 'lokasi', 'vaksin', 'booster', 'terimakasih']",1.0,1.0
3024,"['maaf', 'bantu', 'informasi', 'vaksin', 'booster', 'jetis', 'kota', 'yk', 'nov', 'terima', 'kasih']",1.0,1.0
4039,"['vaksin', 'booater', 'chek', 'faskes', 'stok', 'kosong', 'kuota', 'tiket', 'pakai', 'jual', 'beli', 'kuota', 'tiket', 'vaksin', 'booster']",-1.0,-1.0
3484,"['jawa', 'ganjar', 'pranowo', 'warga', 'suntik', 'vaksin', 'booster', 'cegah', 'sebar', 'varian', 'covld']",1.0,1.0
5413,"['informasi', 'vaksin', 'booster', 'daerah', 'bekas']",-1.0,1.0
4668,"['betulrata', 'paksa', 'vaksin', 'booster', 'sakit', 'bawaanwalaupun', 'hubung', 'nafas', 'ereka', 'paham', 'cegah', 'copidmereka', 'mengakuipadahal', 'vaksin', 'pas', 'copid', 'vaksin']",-1.0,-1.0
1876,"['daftar', 'vaksin', 'booster']",1.0,1.0
4567,"['vaksin', 'booster', 'stasiun', 'senen', 'sedia']",1.0,1.0
2841,"['vaksin', 'vaksin', 'booster', 'vaksin', 'plus', 'plus']",1.0,1.0
653,"['malu', 'mus', 'pamerin', 'vaksin', 'booster', 'bilang', 'bodoh', 'data', 'pribadi', 'mus', 'aduh', 'bodoh']",-1.0,-1.0
429,"['habis', 'vaksin', 'booster', 'lagilagi', 'tangan', 'unyil']",1.0,1.0
5470,"['luhut', 'klaim', 'suntik', 'vaksin', 'booster', 'percaya']",1.0,1.0
3612,"['besok', 'senin', 'stasiun', 'surabaya', 'gubeng', 'layan', 'vaksin', 'booster']",1.0,1.0
4050,"['informasi', 'vaksin', 'booster', 'daerah', 'jaksel', 'tangsel', 'jakbar', 'dsk', 'guis']",1.0,1.0
5355,"['anggota', 'pringkuku', 'laksana', 'pam', 'vaksin', 'booster', 'balai', 'dusun', 'bulu', 'ngadirejan', 'pringkuku', 'pringkuku', 'jawa', 'timur', 'indonesia']",-1.0,-1.0
1561,"['tarif', 'kebumenjogja', 'harus', 'vaksin', 'booster']",-1.0,-1.0
5295,"['informasi', 'vaksin', 'booster', 'besok']",1.0,1.0
838,"['bangett', 'vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron']",1.0,1.0
1087,"['habis', 'vaksin', 'booster']",1.0,1.0
5294,"['ndes', 'informasi', 'vaksin', 'booster', 'daerah', 'unnes', 'urgent']",1.0,1.0
3601,"['kondisi', 'bal', 'daerahkhususibukota', 'jakarta', 'oktober', 'varian', 'xbb', 'bq', 'kunci', 'pakai', 'hindar', 'kerumun', 'vaksin', 'booster', 'terimakasih', 'data', 'siaga', 'jagain', 'bal']",1.0,1.0
2302,"['terima', 'sunti', 'vaksin', 'booster', 'covid', 'dosis', 'booster', 'kuat', 'istana', 'presiden', 'bogor', 'pagi']",1.0,1.0
4096,"['sintas', 'covid', 'jalan', 'via', 'udara', 'tes', 'hasil', 'positif', 'vaksin', 'booster', 'terima', 'kasih']",1.0,1.0
856,"['ayo', 'cegah', 'varian', 'cvd', 'disiplin', 'prokes', 'lupa', 'vaksin', 'booster', 'dosis', 'tiga', 'gratis', 'masyarakat', 'egois', 'selamat']",1.0,1.0
4092,"['vaksin', 'booster', 'ledeng', 'buka', 'upi']",1.0,1.0
2781,"['booking', 'tiket', 'medan', 'transit', 'batam', 'vaksin', 'booster', 'test', 'pcr']",1.0,1.0
1566,"['kalsium', 'tebing', 'kepolisianresor', 'lawang', 'kepolisiandaerah', 'sumsel', 'arah', 'tenaga', 'sehat', 'vaksin', 'booster']",1.0,1.0
2364,"['laksana', 'vaksin', 'booster', 'ada', 'halaman', 'istana', 'merdeka', 'bogor', 'nov', 'indosat', 'vaksin', 'anak', 'bangsa', 'kualitas', 'aman', 'halal']",1.0,1.0
1533,"['tidakapa-apa', 'bukti', 'vaksin', 'booster', 'sertifnya', 'muncul', 'bngt', 'booster']",-1.0,-1.0
3105,"['sayang', 'warga', 'efalina', 'gultom', 'gelar', 'vaksin', 'booster', 'cilincing', 'jakarta', 'utara']",1.0,1.0
693,"['informasi', 'vaksin', 'booster', 'semarang']",1.0,1.0
2780,"['asgar', 'vaksin', 'booster', 'buka']",1.0,1.0
2603,"['laksana', 'gerai', 'vaksin', 'booster', 'tarik', 'polresta', 'sidoarjo', 'laksana', 'mapolsek', 'tarik', 'layan', 'vaksin', 'dosis', 'primer', 'booster', 'pfizer', 'astrazeneca', 'ayo', 'vaksin']",1.0,1.0
188,"['gebyar', 'vaksin', 'booster', 'laksana', 'wilayah', 'jajar', 'kepolisianresor', 'tulungagung']",1.0,1.0
287,"['masyarakat', 'rentan', 'terima', 'vaksin', 'covid', 'dosis', 'tiga', 'atauboosterper', 'desember', 'program', 'vaksinboosterbagi', 'masyarakat', 'jalan', 'via']",-1.0,-1.0
3326,"['vaksin', 'booster', 'nilai', 'tingkat']",1.0,1.0
4180,"['usia', 'kota', 'vaksin', 'booster', 'tes', 'antigen', 'terimakasih']",1.0,1.0
2673,"['pulang', 'habis', 'suntik', 'vaksin', 'booster', 'badan', 'rasa', 'presto']",-1.0,-1.0
2755,"['jarak', 'vaksin', 'booster', 'lengkap', 'anak', 'vaksin']",1.0,1.0
3586,"['kate', 'sebel', 'andil', 'salah', 'hm', 'mangkel', 'dewe', 'hadeeeh', 'mbuh', 'bapak', 'gung', 'vaksin', 'booster', 'iso', 'ajak', 'dolen', 'nyepur', 'dadine', 'opo', 'dulinku', 'kebanteren']",-1.0,-1.0
1983,"['nyesalka', 'pandang', 'enteng', 'vaksin', 'booster', 'teman', 'feel', 'same', 'pas', 'booster', 'lngsung', 'sakit']",1.0,-1.0
4573,"['berangkat', 'vaksin', 'booster']",-1.0,-1.0
2486,"['suntik', 'vaksin', 'booster', 'buat', 'negeri']",1.0,1.0
4301,"['informasi', 'vaksin', 'booster', 'stasiun', 'sedia']",1.0,1.0
2095,"['lindung', 'tambah', 'lanjutusia', 'vaksin', 'booster', 'covid', 'tri', 'sehat', 'umum', 'bijak', 'izin', 'vaksin', 'booster', 'sunti', 'empat', 'lanjutusia', 'atas']",1.0,1.0
3392,"['malaysia', 'moving', 'forward', 'boosters', 'ambik', 'pfizer', 'vaksin', 'vaksin', 'booster', 'sesuai', 'moderna', 'novavax', 'malaysia']",1.0,1.0
210,"['informasi', 'syarat', 'kakak', 'arjuno', 'ekspres', 'tuju', 'malangsurabaya', 'apakahh', 'syarat', 'minimal', 'vaksin', 'booster']",1.0,1.0
4084,"['terima', 'kasih', 'informasi', 'vaksin', 'booster', 'pmi', 'respon']",1.0,1.0
4535,"['covid', 'reda', 'arab', 'saudi', 'hapus', 'syarat', 'sehat', 'jemaah', 'umroh', 'vaksin', 'booster', 'meningitis']",1.0,1.0
2451,"['terima', 'vaksin', 'booster', 'dosis']",1.0,1.0
73,"['rencana', 'tanggal', 'vaksin', 'booster', 'tanggal', 'lahir', 'pas', 'tanggal', 'keitung', 'takut', 'booster']",-1.0,1.0
3782,"['habis', 'sertifikat', 'vaksin', 'booster', 'peduli', 'lindung', 'senang', 'bangatss', 'kaya', 'megang', 'tiket', 'pintu']",1.0,1.0
1891,"['wait', 'puskes', 'suruh', 'wait', 'bulan', 'gila', 'vaksin', 'booster', 'puskes', 'beda', 'help', 'kaya', 'hilang', 'kunci', 'aman', 'tertawa']",1.0,1.0
2536,"['vaksin', 'booster', 'sedia', 'stasiun', 'sedia', 'pasar', 'senengambir', 'terimakasih']",1.0,1.0
2549,"['kyknya', 'kmaren', 'otak', 'efek', 'samping', 'vaksin', 'booster']",1.0,1.0
5374,"['bahan', 'overthinking', 'malam', 'vaksin', 'booster']",-1.0,-1.0
4421,"['masyarakat', 'jalan', 'vaksin', 'booster', 'antigen', 'gratis', 'puskemas', 'daerahkhususibukota', 'jakarta']",1.0,1.0
5346,"['jog', 'informasi', 'vaksin', 'booster']",1.0,1.0
5520,"['konsumsi', 'obat', 'vaksin', 'booster']",-1.0,-1.0
2271,"['maruf', 'pasti', 'masyarakat', 'dosis', 'vaksin', 'booster', 'covid']",1.0,1.0
1231,"['ayo', 'vaksin', 'booster', 'sehat']",1.0,1.0
4395,"['nonton', 'meissa', 'agustus', 'vaksin', 'takut', 'ramai', 'vaksin', 'booster']",1.0,1.0
5788,"['informasi', 'vaksin', 'booster']",1.0,1.0
3477,"['subvarian', 'xbb', 'cepat', 'tular', 'vaksin', 'booster', 'syahril', 'indonesia', 'aman', 'pandemi', 'salah', 'sebab', 'lonjak', 'covid', 'muncul', 'varian']",-1.0,-1.0
113,"['geram', 'pulak', 'suka', 'amik', 'vaksin', 'booster', 'bising', 'bising', 'taknak', 'amik', 'pasal']",-1.0,1.0
5018,"['vaksin', 'booster', 'guna', 'tingkat', 'memori', 'antibodi', 'virus', 'turun', 'risiko', 'papar', 'turun', 'risiko', 'gejala', 'berat', 'infeksi']",-1.0,-1.0
2087,"['vaksin', 'booster', 'repot']",-1.0,1.0
4663,"['vaksin', 'booster', 'tangsel', 'yak']",1.0,1.0
3113,"['penting', 'eksistensi', 'negara', 'ngotot', 'vaksin', 'booster', 'vaksin', 'situ', 'nakes', 'bukaaaan']",-1.0,-1.0
1253,"['pfizer', 'moderna', 'interval', 'vaksin', 'dosis', 'vaksin', 'booster', 'nakes', 'lanjutusia', 'ket', 'interval', 'booster', 'tunjuk', 'etiket', 'aplikasi', 'peduli', 'bawa', 'bukti', 'vaksin', 'kartutandapenduduk', 'bollpoint']",-1.0,-1.0
2876,"['pasien', 'omicron', 'xbb', 'lonjak', 'warga', 'gresik', 'klinik', 'rumah', 'sakit', 'dekat', 'vaksin', 'booster']",-1.0,-1.0
2135,"['warga', 'pergi', 'pesawat', 'wajib', 'tumpang', 'vaksin', 'boostermaha', 'wajib', 'sedia', 'vaksin', 'booster', 'terminalbandara', 'stasiun']",-1.0,-1.0
2677,"['dinkes', 'daerahkhususibukota', 'terima', 'vaksin', 'booster', 'zifivax', 'stok', 'aman']",-1.0,-1.0
3346,"['informasi', 'vaksin', 'booster', 'suwun']",1.0,1.0
1737,"['terap', 'hidup', 'sehat', 'teman', 'rajin', 'cuci', 'tangan', 'pakai', 'vaksin', 'booster']",1.0,1.0
4589,"['vaksin', 'booster', 'jakarta', 'langka', 'jadi', 'syarat', 'jalan', 'solusi', 'hapus', 'aja', 'syarat', 'wajib', 'oknum', 'tembak', 'vaksin', 'banyak', 'tipu', 'sosmed', 'kaya']",-1.0,-1.0
3470,"['tugas', 'deadline', 'besok', 'banget', 'siang', 'kerja', 'nangisin', 'mashidam', 'besok', 'kepala', 'mata', 'berat', 'banget', 'habis', 'menang', 'pagi', 'vaksin', 'booster', 'allah', 'efek', 'bareng', 'izin']",1.0,1.0
4002,"['degdegan', 'vaksin', 'booster', 'tahun', 'tertawa', 'tidakapa-apa']",1.0,1.0
5607,"['vaksin', 'booster', 'stasiun', 'show']",1.0,1.0
252,"['vaksin', 'booster', 'sakit', 'yak', 'tangan', 'belah', 'kiri', 'gel', 'banget']",-1.0,-1.0
350,"['sbnrnya', 'mundur', 'habis', 'vaksin', 'booster', 'mundur', 'stress', 'pil', 'kb', 'danlainlain', 'cermat', 'kondisi', 'tubuh', 'rentang', 'aman', 'insyaallah']",-1.0,-1.0
5795,"['vaksin', 'booster', 'stasiun', 'area', 'surabaya', 'fasilitas', 'hari']",1.0,1.0
4454,"['cari', 'vaksin', 'booster', 'syarat', 'ice', 'bsd', 'coba', 'caro', 'ig', 'kimia', 'farma', 'klik', 'gambar', 'lingkarin', 'daftar', 'vaksin', 'moga', 'manfaat']",1.0,1.0
457,"['tolongggg', 'vaksin', 'booster', 'sakit', 'banget']",-1.0,-1.0
5657,"['sumpah', 'minggu', 'vaksin', 'booster', 'ngilu', 'gel', 'mas', 'asa']",1.0,1.0
479,"['syarat', 'vaksin', 'booster', 'kelimpungan', 'cari', 'vaksin', 'booster']",-1.0,-1.0
1114,"['nikmat', 'patut', 'syukur', 'covid', 'vaksin', 'booster', 'bayang', 'covid', 'fatihah', 'mangsa', 'tinggal', 'covid']",1.0,1.0
798,"['ayo', 'maju', 'kelen', 'vaksin', 'booster']",1.0,1.0
4161,"['gokar', 'vaksin', 'booster', 'msih', 'karawang', 'info', 'akang', 'teteh']",-1.0,-1.0
1672,"['jaga', 'sehat', 'makan', 'jaga', 'bersih', 'vaksin', 'booster', 'teman']",1.0,1.0
26,"['subhanallah', 'banget', 'vaksin', 'booster', 'allahuakbar', 'banget', 'kaya', 'tidakmau', 'ulang', 'lagiiiiii']",1.0,1.0
2997,"['stasiun', 'malang', 'gerai', 'vaksin', 'booster']",-1.0,-1.0
3357,"['menko', 'maritim', 'investasi', 'luhut', 'binsar', 'pandjaitan', 'positif', 'covid', 'tingkat', 'masyarakat', 'vaksin', 'booster']",1.0,1.0
3187,"['vaksin', 'booster', 'hambat', 'lamar', 'kerja', 'fck']",-1.0,1.0
1662,"['lambat', 'vaksin', 'booster', 'tingkat', 'imun']",1.0,1.0
1777,"['dekat', 'stock', 'vaksin', 'booster']",1.0,1.0
3770,"['lowong', 'tokoserbaada', 'akuntansi', 'kualifikasi', 'usia', 'maksimal', 'didik', 'minimal', 'tampil', 'tarik', 'jujur', 'disiplin', 'milik', 'integritas', 'utama', 'vaksin', 'booster', 'lengkap']",1.0,1.0
3169,"['habis', 'vaksin', 'booster', 'mengigil', 'demam', 'pusing', 'lengan', 'suntik', 'kram', 'banget', 'obat', 'enak']",1.0,1.0
3074,"['jog', 'informasi', 'vaksin', 'booster', 'area', 'sleman']",1.0,1.0
3497,"['misi', 'vaksin', 'booster', 'umur', 'gmna', 'tidakapa-apa', 'vaksin']",1.0,1.0
5084,"['giat', 'kasi', 'ekbang', 'cigondewah', 'kaler', 'ikut', 'rapatkoordinasi', 'evaluasi', 'ppkm', 'level', 'progres', 'vaksin', 'booster', 'bian', 'imunisasi', 'anak', 'nasional', 'via', 'zoom', 'meeting', 'selasa', 'carboncopy']",-1.0,1.0
4653,"['informasi', 'vaksin', 'booster', 'sedia', 'stasiun']",1.0,1.0
